name,telephone,address,metro_line,metro_line_1,metro_line_2,metro_line_3,metro_line_4,metro_line_5,metro_line_7,metro_line_9,metro_line_11,coordinate,X,Y,price_with_unit,price,district,subdistrict,room_type,room_area,room_height,room_fase_to
万科天誉一期蛋壳公寓直租 智能门锁 超大空间 无中介,https://sz.zu.anjuke.com/fangyuan/1157512936,深圳市龙岗区龙岗中心城龙翔大道万科天誉一期,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.243997,22.713138",114.243997,22.713138,1540元/月,1540,龙岗,龙岗中心城,3室1厅,18平米,6/18层,朝东
招南小区 立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1158860839,深圳市南山区蛇口招商路招南小区,2号线,Null,2,Null,Null,Null,Null,Null,Null,"113.923466,22.489860",113.923466,22.48986,2000元/月,2000,南山,蛇口,3室1厅,19平米,15/22层,朝南
星海名城三期 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1158538098,深圳市南山区前海前海路3101号星海名城(三期),1/5/11号线,1,Null,Null,Null,5,Null,Null,11,"113.912749,22.537620",113.912749,22.53762,2000元/月,2000,南山,前海,3室1厅,15平米,7/20层,朝南
《皇牌代理》大单间 家私电器全齐 拎包入住 交通方便 便宜,https://sz.zu.anjuke.com/fangyuan/1162996607,深圳市福田区景田北环大道7045号七街公馆,2/9号线,Null,2,Null,Null,Null,Null,9,Null,"114.032574,22.557714",114.032574,22.557714,2800元/月,2800,福田,景田,1室1厅,31平米,18/34层,朝南
翠竹苑蛋壳公寓直租  通勤便利 房价透明,https://sz.zu.anjuke.com/fangyuan/1162271873,深圳市罗湖区田贝东门北路2057号翠竹苑,3/5/7号线,Null,Null,3,Null,5,7,Null,Null,"114.131505,22.559036",114.131505,22.559036,1900元/月,1900,罗湖,田贝,3室1厅,22平米,13/20层,朝东
海滨广场 家具齐全 紧邻地铁站 没有 宝安中心,https://sz.zu.anjuke.com/fangyuan/1160534079,深圳市福田区皇岗福强路1040号海滨广场,1/4/7号线,1,Null,Null,4,Null,7,Null,Null,"114.067430,22.526393",114.06743,22.526393,1550元/月,1550,福田,皇岗,3室1厅,17平米,9/21层,朝东
"交通便利，家私电齐全，即可拎包入住。真图真,价格",https://sz.zu.anjuke.com/fangyuan/1160515916,深圳市南山区南头南新路3185号鸿洲新都,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.919690,22.539398",113.91969,22.539398,3000元/月,3000,南山,南头,1室0厅,32平米,6/18层,东南
万科城 房源 家具齐全 紧邻地铁站 押一付一 坂田,https://sz.zu.anjuke.com/fangyuan/1162097756,深圳市福田区景田香梅路2038号万科城市花园,2/9号线,Null,2,Null,Null,Null,Null,9,Null,"114.032469,22.556378",114.032469,22.556378,1420元/月,1420,福田,景田,3室1厅,18平米,20/22层,朝东
秀丽山庄   押一付一 家具齐全 立减2200,https://sz.zu.anjuke.com/fangyuan/1160851001,深圳市龙岗区布吉莲花路莲花山庄窝吓龙,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.109371,22.602042",114.109371,22.602042,1560元/月,1560,龙岗,布吉,3室1厅,12平米,9/15层,朝南
远洋新干线蛋壳公寓直租  值得信赖 无中介,https://sz.zu.anjuke.com/fangyuan/1161437738,深圳市龙岗区龙岗中心城刘屋路远洋新干线(二期),3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.263511,22.719193",114.263511,22.719193,1460元/月,1460,龙岗,龙岗中心城,3室1厅,18平米,17/19层,朝东
轩苑居 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1160538764,深圳市宝安区公明民生路轩苑居,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.909490,22.781177",113.90949,22.781177,1920元/月,1920,宝安,公明,3室1厅,19平米,6/15层,东南
江南名苑蛋壳公寓直租  交通便利 房价透明,https://sz.zu.anjuke.com/fangyuan/1161353280,深圳市福田区皇岗深圳市福田区福强路2143号江南名苑,3/4/7号线,Null,Null,3,4,Null,7,Null,Null,"114.061670,22.515274",114.06167,22.515274,1500元/月,1500,福田,皇岗,3室1厅,20平米,10/22层,朝东
东梅公寓 良心房东 免费WiFi 干净整洁 可月付 梅林,https://sz.zu.anjuke.com/fangyuan/1162119383,深圳市福田区梅林中康路31号东梅公寓,4/9号线,Null,Null,Null,4,Null,Null,9,Null,"114.058452,22.567317",114.058452,22.567317,1750元/月,1750,福田,梅林,3室1厅,17平米,11/23层,朝东
嘉南美地 室友无不良嗜好 家具家电全 交通便利 南头,https://sz.zu.anjuke.com/fangyuan/1160536742,深圳市南山区南头深南大道12031号嘉南美地,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.918593,22.540186",113.918593,22.540186,1798元/月,1798,南山,南头,3室1厅,17平米,7/19层,朝东
莲塘工业D小区  南北通透 无中介 房价透明 素质室友 莲塘,https://sz.zu.anjuke.com/fangyuan/1162136653,深圳市罗湖区莲塘国威路152号莲塘工业D小区,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.169407,22.564280",114.169407,22.56428,1400元/月,1400,罗湖,莲塘,3室1厅,15平米,16/18层,朝东
大梅沙万科天琴湾海景洋房出租 带60平米观海露台,https://sz.zu.anjuke.com/fangyuan/1158240561,深圳市盐田区梅沙盐梅路50号万科天琴湾,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.317590,22.599594",114.31759,22.599594,10000元/月,10000,盐田,梅沙,3室2厅,136平米,5/6层,南北
地铁口  2室2厅 看房方便 随时起租,https://sz.zu.anjuke.com/fangyuan/1163355079,深圳市南山区南山中心南光路67号万象新园,1/11号线,1,Null,Null,Null,Null,Null,Null,11,"113.927014,22.524054",113.927014,22.524054,6400元/月,6400,南山,南山中心,2室2厅,62平米,11/12层,东南
绿色家园蛋壳公寓直租 免费WiFi 随时看房 房价透明,https://sz.zu.anjuke.com/fangyuan/1161359661,深圳市龙岗区李朗丹农路1号绿色家园,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.160421,22.647665",114.160421,22.647665,1040元/月,1040,龙岗,李朗,3室1厅,17平米,16/18层,朝东
金域中央花园  返现1000 蛋壳公寓直租 押一付一 拎包入,https://sz.zu.anjuke.com/fangyuan/1158861925,深圳市龙岗区布吉布龙路金域中央花园(万科麓城一期),5号线,Null,Null,Null,Null,5,Null,Null,Null,"114.104108,22.623672",114.104108,22.623672,1600元/月,1600,龙岗,布吉,3室1厅,24平米,5/15层,朝南
阳光天健城蛋壳公寓直租  超大空间 押一付一,https://sz.zu.anjuke.com/fangyuan/1163503743,深圳市龙岗区大运沙园路76号阳光天健城,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.220189,22.701407",114.220189,22.701407,1520元/月,1520,龙岗,大运,3室1厅,19平米,6/18层,朝东
横岗3号线地铁口六约站，全家私家电，拎包入住，居家大社区！,https://sz.zu.anjuke.com/fangyuan/1162355213,深圳市龙岗区横岗梧桐路9号中海大山地,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.177997,22.644926",114.177997,22.644926,4200元/月,4200,龙岗,横岗,3室2厅,89平米,26/32层,西南
万科里城 室友无不良嗜好 家具家电全 紧邻地铁站 不是中介,https://sz.zu.anjuke.com/fangyuan/1159197239,深圳市龙岗区坂田南坑北路万科里城,5号线,Null,Null,Null,Null,5,Null,Null,Null,"114.066067,22.613051",114.066067,22.613051,1960元/月,1960,龙岗,坂田,3室1厅,23平米,12/19层,朝东
金成时代家园 立减2200 蛋壳公寓直租 押一付一 拎包入住,https://sz.zu.anjuke.com/fangyuan/1161169505,深圳市宝安区宝安中心罗田路16号金成时代家园,1/5/11号线,1,Null,Null,Null,5,Null,Null,11,"113.882599,22.562472",113.882599,22.562472,2150元/月,2150,宝安,宝安中心,3室1厅,16平米,10/20层,朝南
塘西花园  客厅开阔 无中介 房价透明 双周保洁 西乡,https://sz.zu.anjuke.com/fangyuan/1162275994,深圳市宝安区西乡宝安大道塘西花园,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.848819,22.594511",113.848819,22.594511,1650元/月,1650,宝安,西乡,3室1厅,20平米,10/22层,朝东
水晶花园  精装卧室 押一付一 房价透明 包物业 布吉,https://sz.zu.anjuke.com/fangyuan/1162087911,深圳市龙岗区布吉吉华路水晶花园,5号线,Null,Null,Null,Null,5,Null,Null,Null,"114.112005,22.614544",114.112005,22.614544,1600元/月,1600,龙岗,布吉,3室1厅,20平米,9/21层,朝东
华昱花园 室友无不良嗜好 家具家电全 紧邻地铁站 不是中介,https://sz.zu.anjuke.com/fangyuan/1162166552,深圳市龙岗区布吉吉政路51号华昱花园,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.124502,22.611677",114.124502,22.611677,1440元/月,1440,龙岗,布吉,3室1厅,18平米,15/17层,朝东
招商名仕花园 公寓直租 押一付一 家具齐全 立减2200,https://sz.zu.anjuke.com/fangyuan/1159193047,深圳市南山区后海登良路7号招商名仕花园,2/11号线,Null,2,Null,Null,Null,Null,Null,11,"113.933206,22.508874",113.933206,22.508874,2000元/月,2000,南山,后海,3室1厅,16平米,7/24层,朝南
住的舒心 家具家电全 紧邻地铁站 押一付一 莲花,https://sz.zu.anjuke.com/fangyuan/1161774849,深圳市福田区莲花北环大道4013号莲丰雅苑,4/9号线,Null,Null,Null,4,Null,Null,9,Null,"114.056160,22.561329",114.05616,22.561329,2450元/月,2450,福田,莲花,1室1厅,27平米,17/22层,朝北
中海阳光玫瑰园蛋壳公寓直租 双周保洁 超大空间 押一付一,https://sz.zu.anjuke.com/fangyuan/1163521812,深圳市南山区前海前海路0333号中海阳光玫瑰园,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.896180,22.502571",113.89618,22.502571,1370元/月,1370,南山,前海,3室1厅,16平米,16/18层,朝东
玉岭花园蛋壳公寓直租  值得信赖 无中介,https://sz.zu.anjuke.com/fangyuan/1161426451,深圳市龙岗区布吉布沙路167号玉岭花园,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.151305,22.606202",114.151305,22.606202,1520元/月,1520,龙岗,布吉,3室1厅,20平米,10/22层,朝东
长龙苑蛋壳公寓直租  通勤便利 月付无压力,https://sz.zu.anjuke.com/fangyuan/1161427457,深圳市龙岗区布吉长龙路107-1号长龙苑,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.112714,22.612181",114.112714,22.612181,1570元/月,1570,龙岗,布吉,3室1厅,17平米,5/17层,朝东
如意小区 良心房东 家具家电全 交通便利 可月付 龙岗中心城,https://sz.zu.anjuke.com/fangyuan/1159197964,深圳市龙岗区龙岗中心城如意路86号如意小区,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.239122,22.693674",114.239122,22.693674,1270元/月,1270,龙岗,龙岗中心城,3室1厅,18平米,15/17层,朝东
免费WIFI采光超好独立厨卫家私家电齐带阳台免中介,https://sz.zu.anjuke.com/fangyuan/1160982822,深圳市龙岗区横岗六和路39-1号六约商住楼,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.190440,22.637380",114.19044,22.63738,800元/月,800,龙岗,横岗,1室0厅,26平米,3/6层,南北
横岗地铁口 信义御城精装2房2厅 家私电器齐全 4100元,https://sz.zu.anjuke.com/fangyuan/1162875864,深圳市龙岗区横岗龙岗大道5194号信义御城(一期),3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.211530,22.650699",114.21153,22.650699,4100元/月,4100,龙岗,横岗,2室2厅,67平米,10/33层,朝东
雍华源 无中介 家具齐全 押一付一 豪装 房东直租,https://sz.zu.anjuke.com/fangyuan/1159191650,深圳市宝安区桃源居宝田二路6号雍华源,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.873504,22.596988",113.873504,22.596988,1456元/月,1456,宝安,桃源居,3室1厅,16平米,14/28层,朝东
等爱干净的你和精致的西欧小窝 蛋壳直租 近地铁包物业,https://sz.zu.anjuke.com/fangyuan/1161874080,深圳市宝安区宝安中心创业一路1014号西城上筑,1/5/11号线,1,Null,Null,Null,5,Null,Null,11,"113.892369,22.556273",113.892369,22.556273,2300元/月,2300,宝安,宝安中心,3室1厅,18平米,7/19层,东南
慢城蛋壳公寓直租，无中介，免费WiFi，精装修，,https://sz.zu.anjuke.com/fangyuan/1158536925,深圳市龙岗区丹竹头科技园路8号慢城(一至三期),3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.130594,22.624023",114.130594,22.624023,1610元/月,1610,龙岗,丹竹头,3室1厅,18平米,11/23层,朝东
海鹰大厦  南北通透 可月付 房价透明 拎包即住 布心,https://sz.zu.anjuke.com/fangyuan/1162160189,深圳市罗湖区布心东湖路3085号海鹰大厦,5/7号线,Null,Null,Null,Null,5,7,Null,Null,"114.137425,22.581316",114.137425,22.581316,1310元/月,1310,罗湖,布心,3室1厅,17平米,20/22层,朝东
众冠花园蛋壳公寓直租 双周保洁 环境优美 房价透明,https://sz.zu.anjuke.com/fangyuan/1163513220,深圳市南山区西丽留仙大道1311号众冠花园,5/7号线,Null,Null,Null,Null,5,7,Null,Null,"113.956915,22.579849",113.956915,22.579849,1920元/月,1920,南山,西丽,3室1厅,21平米,13/20层,朝东
中伟楼  直租立减2200  直租 押一付一 家具齐全,https://sz.zu.anjuke.com/fangyuan/1157126730,深圳市福田区上下沙上沙新村三巷11号中伟楼,7/9号线,Null,Null,Null,Null,Null,7,9,Null,"114.031557,22.522481",114.031557,22.522481,1750元/月,1750,福田,上下沙,3室1厅,14平米,5/15层,朝南
住的舒心 家具家电全 紧邻地铁站 押一付一 龙岗中心城,https://sz.zu.anjuke.com/fangyuan/1160223125,深圳市龙岗区龙岗中心城碧新路2195号九州家园(二期),3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.262042,22.726881",114.262042,22.726881,1880元/月,1880,龙岗,龙岗中心城,3室1厅,20平米,15/22层,朝东
华联花园  客厅开阔 无中介 房源 包物业 南油,https://sz.zu.anjuke.com/fangyuan/1162111477,深圳市南山区南油南山大道1109号华联花园,11号线,Null,Null,Null,Null,Null,Null,Null,11,"113.920346,22.520266",113.920346,22.520266,1320元/月,1320,南山,南油,3室1厅,17平米,20/22层,朝东
永乐新村  返现1000 蛋壳公寓直租 押一付一 拎包入住,https://sz.zu.anjuke.com/fangyuan/1162276698,深圳市南山区后海后海大道6号永乐新村,2号线,Null,2,Null,Null,Null,Null,Null,Null,"113.936500,22.487961",113.9365,22.487961,1900元/月,1900,南山,后海,3室1厅,15平米,9/24层,朝南
南岭花园蛋壳公寓直租，月付无压力，家具齐全，精装修，,https://sz.zu.anjuke.com/fangyuan/1161346266,深圳市龙岗区布吉湖东路101号南岭花园,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.143050,22.603131",114.14305,22.603131,1000元/月,1000,龙岗,布吉,3室1厅,18平米,17/19层,朝东
明景园精装三房，家电齐全，拎包入住，周边配套齐全。,https://sz.zu.anjuke.com/fangyuan/1162638441,深圳市宝安区公明别墅路明景园,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.910381,22.776773",113.910381,22.776773,3600元/月,3600,宝安,公明,3室2厅,106平米,14/17层,南北
锦荟PARK  押一付一 蛋壳直租 近地铁包物业,https://sz.zu.anjuke.com/fangyuan/1160851050,深圳市龙岗区横岗龙岗大道锦荟PARK,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.181374,22.633642",114.181374,22.633642,1500元/月,1500,龙岗,横岗,3室1厅,19平米,7/19层,东南
星河华居蛋壳公寓直租 家具齐全 超大空间 月付无压力,https://sz.zu.anjuke.com/fangyuan/1158863382,深圳市福田区皇岗福港路26号星河华居,4/7号线,Null,Null,Null,4,Null,7,Null,Null,"114.070834,22.523681",114.070834,22.523681,1820元/月,1820,福田,皇岗,3室1厅,20平米,13/20层,朝东
香蜜湖九号大院 非中介 押一付一 朝南 豪华装修(个人),https://sz.zu.anjuke.com/fangyuan/1156397534,深圳市福田区香蜜湖侨香路香蜜湖九号大院,2/7号线,Null,2,Null,Null,Null,7,Null,Null,"114.022423,22.551763",114.022423,22.551763,1700元/月,1700,福田,香蜜湖,4室1厅,15平米,9/19层,朝南
海湾花园 直租立减1000  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1158216650,深圳市南山区蛇口海昌街3号海湾花园,2号线,Null,2,Null,Null,Null,Null,Null,Null,"113.921925,22.486037",113.921925,22.486037,2100元/月,2100,南山,蛇口,3室1厅,17平米,9/20层,朝南
绿洲丰和家园 良心房东 免费WiFi 交通便利  石厦,https://sz.zu.anjuke.com/fangyuan/1161726469,深圳市福田区石厦石厦北一街绿洲丰和家园,1/3/7/11号线,1,Null,3,Null,Null,7,Null,11,"114.050839,22.527224",114.050839,22.527224,2330元/月,2330,福田,石厦,1室1厅,27平米,17/22层,朝东
白石洲建行宿舍  直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1162276087,深圳市南山区华侨城沙祥街2号白石洲建行宿舍,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.968537,22.540723",113.968537,22.540723,1900元/月,1900,南山,华侨城,3室1厅,18平米,9/16层,朝南
大新站上 港湾丽都花园 精装修大四房 南北对流 随时入住,https://sz.zu.anjuke.com/fangyuan/1160223258,深圳市南山区前海前海路3005号港湾丽都,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.914520,22.531172",113.91452,22.531172,8000元/月,8000,南山,前海,4室2厅,135平米,14/18层,南北
德福花园  近地铁站 押一付一 房源 拎包即住 布吉,https://sz.zu.anjuke.com/fangyuan/1162162064,深圳市龙岗区布吉西环路德福花园,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.105848,22.595245",114.105848,22.595245,1300元/月,1300,龙岗,布吉,3室1厅,17平米,17/19层,朝东
裕安花园  精装卧室 可月付 房源 随时看房 新安,https://sz.zu.anjuke.com/fangyuan/1162093996,深圳市宝安区新安冠春二街裕安花园,5号线,Null,Null,Null,Null,5,Null,Null,Null,"113.903207,22.566938",113.903207,22.566938,1690元/月,1690,宝安,新安,3室1厅,20平米,11/23层,朝东
振业城蛋壳公寓直租  值得信赖 押一付一,https://sz.zu.anjuke.com/fangyuan/1160538328,深圳市龙岗区横岗红棉路振业城上观,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.180894,22.644573",114.180894,22.644573,1160元/月,1160,龙岗,横岗,3室1厅,18平米,15/17层,朝东
新塘村 立减800元 蛋壳公寓直租 南北通透 押一付一,https://sz.zu.anjuke.com/fangyuan/1161518876,深圳市南山区华侨城沙河东路新塘村,1/2号线,1,2,Null,Null,Null,Null,Null,Null,"113.967906,22.548012",113.967906,22.548012,1750元/月,1750,南山,华侨城,4室1厅,18平米,7/22层,朝南
紧邻海岸城、 科技园 金海岸大厦 精装一房 家私齐全,https://sz.zu.anjuke.com/fangyuan/1163406407,深圳市南山区南油创业路9号金海岸,2/11号线,Null,2,Null,Null,Null,Null,Null,11,"113.928492,22.514340",113.928492,22.51434,3500元/月,3500,南山,南油,1室1厅,37平米,15/30层,朝西
建安新村蛋壳公寓直租  干净整洁 押一付一,https://sz.zu.anjuke.com/fangyuan/1157512658,深圳市宝安区新安上川路40号建安新村,5号线,Null,Null,Null,Null,5,Null,Null,Null,"113.896410,22.573521",113.89641,22.573521,1310元/月,1310,宝安,新安,3室1厅,18平米,21/23层,朝东
绿茵阁 蛋壳公寓直租押一付一家具齐全 立减2200,https://sz.zu.anjuke.com/fangyuan/1156741654,深圳市福田区皇岗金田路1002号宣嘉华庭,4/7号线,Null,Null,Null,4,Null,7,Null,Null,"114.066958,22.520568",114.066958,22.520568,1750元/月,1750,福田,皇岗,4室1厅,14平米,9/15层,朝南
瑞昌大厦蛋壳公寓直租 智能门锁 值得信赖 房价透明,https://sz.zu.anjuke.com/fangyuan/1162272541,深圳市福田区皇岗滨河大道6001号瑞昌大厦,1/2/4/7号线,1,2,Null,4,Null,7,Null,Null,"114.067637,22.528177",114.067637,22.528177,1730元/月,1730,福田,皇岗,3室1厅,17平米,10/22层,朝东
星海名城二期自住装修保养很好，绿化环绕安静看花园，居家舒适。,https://sz.zu.anjuke.com/fangyuan/1161231428,深圳市南山区前海前海路3103号星海名城(二期),1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.913227,22.539427",113.913227,22.539427,9000元/月,9000,南山,前海,3室2厅,114平米,10/18层,朝南
弘都世纪公寓 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1160850502,深圳市南山区后海工业七路3号弘都世纪公寓,2号线,Null,2,Null,Null,Null,Null,Null,Null,"113.936543,22.495274",113.936543,22.495274,1600元/月,1600,南山,后海,4室1厅,13平米,14/15层,朝南
丰湖花园  精装卧室 押一付一 房源 房间实拍 泥岗,https://sz.zu.anjuke.com/fangyuan/1162111186,深圳市罗湖区泥岗布吉路丰湖花园,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.120132,22.575486",114.120132,22.575486,1430元/月,1430,罗湖,泥岗,3室1厅,18平米,15/17层,朝东
中粮澜山蛋壳公寓直租 双周保洁 环境优美 房价透明,https://sz.zu.anjuke.com/fangyuan/1161448037,深圳市宝安区西乡西乡大道26号中粮澜山,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.887620,22.592329",113.88762,22.592329,1000元/月,1000,宝安,西乡,3室1厅,18平米,16/18层,朝东
南富苑 直租 立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1158536126,深圳市南山区南头南富苑二街18号南富苑,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.914038,22.552641",113.914038,22.552641,1900元/月,1900,南山,南头,3室1厅,15平米,9/24层,朝南
one39 对面 世金汉宫 精装复试两房两卫 近万象城国贸,https://sz.zu.anjuke.com/fangyuan/1161237717,深圳市罗湖区国贸深南东路世界金融中心,1/2/3/9号线,1,2,3,Null,Null,Null,9,Null,"114.114366,22.542001",114.114366,22.542001,7200元/月,7200,罗湖,国贸,2室1厅,43平米,16/23层,朝北
枫丹雅苑  南北通透 可月付 房价透明 高层电梯 香蜜湖,https://sz.zu.anjuke.com/fangyuan/1161730889,深圳市福田区香蜜湖侨香路枫丹雅苑,2号线,Null,2,Null,Null,Null,Null,Null,Null,"114.023236,22.553615",114.023236,22.553615,2030元/月,2030,福田,香蜜湖,1室1厅,24平米,18/23层,朝西
3号线城市公寓蛋壳公寓直租 智能门锁 干净整洁 房价透明,https://sz.zu.anjuke.com/fangyuan/1159537929,深圳市龙岗区龙岗中心城金源二路3号线城市公寓(森雅谷润筑园),3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.229090,22.677226",114.22909,22.677226,1600元/月,1600,龙岗,龙岗中心城,3室1厅,19平米,9/21层,朝东
远洋新干线蛋壳公寓直租  值得信赖 无中介,https://sz.zu.anjuke.com/fangyuan/1161437738,深圳市龙岗区龙岗中心城刘屋路远洋新干线(二期),3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.263511,22.719193",114.263511,22.719193,1460元/月,1460,龙岗,龙岗中心城,3室1厅,18平米,17/19层,朝东
招商依山郡 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1163272010,深圳市龙岗区大运黄阁路152号招商依山郡,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.220360,22.729886",114.22036,22.729886,1520元/月,1520,龙岗,大运,3室1厅,14平米,6/24层,东南
福岗园大厦 良心房东 免费WiFi 交通便利  香蜜湖,https://sz.zu.anjuke.com/fangyuan/1161725152,深圳市福田区福田中心金田路福岗园大厦,1/2/4/11号线,1,2,Null,4,Null,Null,Null,11,"114.064429,22.537236",114.064429,22.537236,2420元/月,2420,福田,福田中心,1室1厅,25平米,15/20层,朝南
青湖山庄蛋壳公寓直租 智能门锁 值得信赖 房价透明,https://sz.zu.anjuke.com/fangyuan/1160225238,深圳市罗湖区泥岗红岗路1249号青湖山庄,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.106865,22.583933",114.106865,22.583933,1760元/月,1760,罗湖,泥岗,3室1厅,19平米,7/19层,朝东
精装四房全齐 前海时代 邻鼎太风华  阳光科创公寓,https://sz.zu.anjuke.com/fangyuan/1161560090,深圳市南山区前海怡海大道前海时代,1/5/11号线,1,Null,Null,Null,5,Null,Null,11,"113.906600,22.511684",113.9066,22.511684,15000元/月,15000,南山,前海,4室2厅,120平米,19/27层,南北
愉天蛋壳公寓直租  值得信赖 押一付一,https://sz.zu.anjuke.com/fangyuan/1161423380,深圳市罗湖区田贝田贝四路愉天小区,3/7号线,Null,Null,3,Null,Null,7,Null,Null,"114.127730,22.566092",114.12773,22.566092,1530元/月,1530,罗湖,田贝,3室1厅,20平米,7/19层,朝东
逸翠园蛋壳公寓直租 免费WiFi 超大空间 房价透明,https://sz.zu.anjuke.com/fangyuan/1161426124,深圳市罗湖区田贝翠竹路1056号逸翠园,3/7号线,Null,Null,3,Null,Null,7,Null,Null,"114.130465,22.561567",114.130465,22.561567,1310元/月,1310,罗湖,田贝,3室1厅,17平米,21/23层,朝东
益田米兰公馆精装三房，交通便利 可配齐家私电 业主诚心出租！,https://sz.zu.anjuke.com/fangyuan/1160276760,深圳市宝安区公明松白路益田米兰公馆,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.903577,22.766858",113.903577,22.766858,3200元/月,3200,宝安,公明,3室2厅,79平米,19/24层,朝南
全新装修两房，业主诚心出租，紧邻来福士南山地铁站,https://sz.zu.anjuke.com/fangyuan/1163557326,深圳市南山区南油创业路9号金海岸,2/11号线,Null,2,Null,Null,Null,Null,Null,11,"113.928492,22.514340",113.928492,22.51434,6500元/月,6500,南山,南油,2室1厅,57平米,15/32层,南北
凯德公园1号四房  中式现代风格  真.实房源，就在小平同！,https://sz.zu.anjuke.com/fangyuan/1163096101,深圳市南山区南油创业路3023号凯德公园1号,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.925711,22.515491",113.925711,22.515491,30000元/月,30000,南山,南油,4室2厅,192平米,13/34层,朝南
新德家园 租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1159191470,深圳市南山区前海前海路3001号新德家园,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.914344,22.529024",113.914344,22.529024,1600元/月,1600,南山,前海,3室1厅,15平米,7/19层,朝南
光彩新天地  客厅开阔 无中介 房价透明 交通便利 南山中心,https://sz.zu.anjuke.com/fangyuan/1161734867,深圳市南山区南山中心南山大道2002号光彩新天地,1/11号线,1,Null,Null,Null,Null,Null,Null,11,"113.924147,22.524405",113.924147,22.524405,2480元/月,2480,南山,南山中心,1室1厅,24平米,17/22层,朝南
太阳雨家园 住的舒心 免费WiFi 拎包入住可月付 坂田,https://sz.zu.anjuke.com/fangyuan/1160533898,深圳市龙岗区坂田环城南路太阳雨家园,5号线,Null,Null,Null,Null,5,Null,Null,Null,"114.074504,22.615255",114.074504,22.615255,1760元/月,1760,龙岗,坂田,3室1厅,18平米,9/21层,朝东
公明中泰大厦 商业配套齐全 汽车站对面 精装大四房 拎包入住,https://sz.zu.anjuke.com/fangyuan/1162636216,深圳市宝安区公明松白路中泰大厦,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.891562,22.778165",113.891562,22.778165,4700元/月,4700,宝安,公明,4室2厅,181平米,20/29层,朝南
龙园山庄 *房源 家具齐全 紧邻地铁站 押一付一 泥岗,https://sz.zu.anjuke.com/fangyuan/1159799631,深圳市罗湖区泥岗红岗路1299号龙园山庄,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.109867,22.587609",114.109867,22.587609,1140元/月,1140,罗湖,泥岗,4室1厅,11平米,19/24层,朝东
